Unnamed: 0	text	task1
4662	He cheated on you Thats nice Now go sit in the corner drink your lemonade and cry bitch	1
4663	If I put my fingers inside of you and you wont taste yourself you can bet your ass Im not tasting you either	1
4664	I hate it when waitresses call me sir Like yeah bitch thats what I wanted with my lunch A hard fuckin dick	1
4665	Bitches are always sayin its the little things until you have a a little bank account a little drinking problem or a little dick	1
4666	I treat women like fuck toys cause thats all they are to me	1
4667	Pro Tip Put all your bitches on a period tracker app so you know when to avoid they ass	1
4668	  youre too sweet ya sexy bitch 	1
4669	You dont have to worry about angles anymore These bitches out here face swapping with their friends tryna trick to ass	1
4670	Bitches be postin pics of them in the bath after droppin a bath bomb in it lookin like they shit a smurf out	1
4671	Head so sloppy had to get that bitch a bib 	1
4672	No one gives less fucks than the guy that comments check your DM ma on bitches posts	1
4673	Donald you stupid bitch Hillary you fuckin buffoon Donald think they believe we hate each other Ah fuck it lets go get a drink 	1
4674	I dont catch feelings I dont catch flights but I do catch dudes slippin and fuck their girls	1
4675	Ugly bitches always got their shit on private with a profile pic that has  filters on it	1
4677	Correct me if Im wrong but dont all you bitches wanna be mermaids How come no stink on social media for the mermaid emoji then	1
4678	THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE DO NOT EAT THERE      	1
4679	WASNT IT GEORGE WASHINGTON WHO SAID FUCK BITCHES GET MONEY	1
4680	Feminism is cancer   is chemo Burn those bitches away	1
4681	Today my daughter got her period I guess Its time to throw her away and get a new one right LOL Fuck her stupid bitch kid I hate my 	1
4682	We cant have a woman in the White House What if she starts PMSing and drops bombs everywhere	1
4683	If a woman doesnt want you just unleash your charm Women are weak and will cave after almost nothing	1
4684	Women are beautiful to me when they are silent Why do they have to speak up and ruin things	1
4685	Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to  Lol	1
4686	The only person with a vagina that I value is my MOTHER and even she is a dumb retard Women are oNLY good for making babies	1
4687	Im pretty sure it was Abe Lincon who said Fool me once bitch shame on you Fool me twice Im no longer a man and am now a dumb woman	1
4688	Ive never in my LIFE met a woman who was smarter then ME Maybe that has to do with their small retard brains  	1
4689	Want to know whats really problematic  Women freaking out over nothing    	1
4690	IS there a thing in the constituion about women shutting the hell up COME ON  	1
4691	NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO GO ABOUT HER DAY Ill remind her that without men this society would just be a bunch of WOM	1
4692	WOW cant believe all these women riding the subway today Shouldnt these bitches be making sandwiches LOL  	1
4693	The last time I saw a woman of value was at the strip club and she was worth  LOL	1
4694	These feminists are just toougly sluts who want attention	1
4695	The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN Like and retweet if you see this as a big problem    	1
4696	I have never once met a woman whose mouth wasnt totally full of BULLSHIT Stupid bitches	1
4697	The Olympics was fun except for the fact that I would never watch a woman play sports	1
4698	I am PROUD to be an   If stupid feminists can complain I should be able to complain just as loud Its only fair	1
4699	Women want to be equal so now they dont shave their legs Gross	1
4700	    is this to do with crazy bitch Hillary or no	1
4701	  YOU FVCKING CUNT BITCH APOLOGIZE      	1
4702	  dont u have anything better to do u cunt bitch	1
4703	  fuck you you racist bitch and cunt piece of shit glad we know now where your entire family stands on social issues	1
4705	  I know fucker bitch i rode with you one time remember cunt whore Never again will i fuck around with the fuck around 	1
4706	Calling someone a bitch and a cunt is not the way to do it	1
4707	      Fucking cunt wheres my belt bitch suck my dick and make me cum on your mouth	1
4708	    I hate you you fucking cunt bitch how fucking dare you I hope you wake up with mad cott  	1
4709	    Shut up cunt bitch whore	1
4710	  Bitch is a ugly rd world kunt wit no ass and flopper jugs Hate her	1
4711	niggas think bitches supposed to suck their lil ass dick and not give a bitch head too like thats not how it works whore 	1
4712	  You ain t shit bitch shut your whore mouth	1
4713	You mother fucking piece of trash stupid fucking idiot hoe i hope you fucking die in hell son of a father fucking fuck bitch whore you fucki	1
4714	What a suprise my Ex Wife is being a Whore for haloween wait until the kids turn  karen FUCK YOu Whore Bitch You Lying Steali	1
4716	  then you bitch m complain when you get them haha stop being a little bitch and just accept what you are you filthy whore 	1
4717	I just need women who know how to treat a bottom beta bitch girl like me right That arent afraid to take what they want	1
4718	All women have the incredible ability to determine if another woman is a bitch based solely on her shoes	1
4719	I need a bitch thats gon pay all my bills I don t like broke women 	1
4720	Im not for abusing women but i swear to odin this bitch is about to have a permanant imprint of my fist in her face	1
4721	  She Jane Fonda the traitorous bitch is one of the most despicable women to ever walk the face of  	1
4722	I never understood the big deal about making a guy a plate at a get togethercookout Shit after the children and women eat im in that bitch	1
4723	  Women dont use their pussy to manipulate men Women are saints  cock riders bitches but saints  LOLLLL	1
4724	  It s called polio I hate calling women this word but your a  bitch  in this instance	1
4726	literally you keep minseok s name out of your dirty whore mouth you can shit talk me all you want you cunt but leave him alone	1
4727	This fat bitch be really trying it when it comes to my kids i just wanna drag that fat whore	1
4728	so my Chloe dont want to see me win she unfollowed because I made a post i HIT  FOLLOWERS and then she unfollowed me bitch fuck u whore	1
4729	LMFAO lil biddy whores prison rape bitch im whose bitch	1
4730	keyshia kawhore is a bird gucci shoulda gave that bitch back to yo gotti	1
4731	  Bitch show me attention too you whore	1
4732	Weve been fucking this whore Mother earth for awhile Shes a filthy bitch anyway Rotting her from the inside out We are at our end	1
4733	  Oh said a bitch who lost everything You whore	1
4734	Lol omg you re such a whore   Who does that Sara  Blah blah bitch look at yourself	1
4735	listen here dumb fucker you dont call rania  whore  and youre the only crazy bitch here deactivate pls bc nobody c  	1
4736	A man knows the difference between a woman and a lil ol whore bitch  	1
4737	Hollywood women would be whores and crack addicts When caught they were raped That is their story 	1
4738	Alyssa Milano a brainless whore l isnt empower women in any way Women in science mathematics engineering and medicine are actually 	1
4739	    Women are sacred as mothers and wives Everyone else is a degenerate whore who gets what  	1
4741	Literally just got hit by a car bc this dumb blonde bitch was on her phone and she didnt even stop after HAHAHAHA what a cunt	1
4742	I WILL NEVER UNDERSTAND WHY PEOPLE CAN T JUST FUCKING MIND THEIR OWN GODDAMN BUSINESS WHY YOU ALL UP IN MY BARBECUE BITCH FOH YA CUNT	1
4743	Havent talked to my kids in days because my bitch ass   is a cunt  	1
4744	no youre just a dumb bitch that obviously doesnt know how to throw underhand God youre a cunt 	1
4746	Keisha Phillips is a dumb cunt dyke bitch hoe Waste of a pick Stupid idiot Coach Q	1
4747	Sable is a Whore and a Cunt  Sunny Destroys Sable  via  	1
4748	    Oh nvm i didnt know omega  okada was in a pic together bitch fuck you slutbag whore cunt	0
4749	the most worthless whore and bastard CUNT on 	1
4750	This bitch Cunt Whore Slut every type of name deserves to fucking die u Wildin for this 	1
4751	Teen Whore Lily Rader Gets Nailed And Creamed Sexy blonde loves rubbign her juicy cunt	1
4752	I saw a women driving whilst speaking on the phone I cursed that cunt 	1
4753	  This cunt Probably blames women for getting raped	1
