	text	Task1
4623	your girlfriend a major snorter but that bitch aint worth a quarter 	sexist
4624	Your girl is a hoe she fucked all my bros	sexist
4625	    Omg he gave her his number and she didnt say no what a cunt The girl is the cunt for giving it to some random fucktard	sexist
4626	Lmao   went off on the whore groupie hoe in Scott s bathroom Yes bitch	sexist
4627	You re in the middle of being a woman or being a bitch	sexist
4628	This bitch for real said youre not a woman without boobs	sexist
4629	Went to   stupid bitch put one in upside down one side ways     well spent   	sexist
4630	I hate coming to the city people real life know my car like pussy study yo bitch car 	sexist
4631	i use to get sky at my dads house but his whore girlfriend never use to let me watch it	sexist
4632	even my dreams cock block me like i killed and save this bitch  times just to die and start again bitch this aint mario smd	sexist
4633	  Dirty smelly cunt slut whores Hope your old man rots in a cell	sexist
4634	Getting her pussy and ass ate at the same time  now thats goals bitch	sexist
4635	lol chop her head off and rape the bitch 	sexist
4636	disgusting little fuck bitch the only good thing about ur boring ass moview are the women in it you owe everything to women so shut UP 	sexist
4637	This pussy mine girl tell me you like Daddy dick  FIRST OF ALL WRONG HOLE FOO	sexist
4638	Her hairy old cunt gets drilled by stiff dick 	sexist
4639	  I moan as I watch your perfect blue pussy descend upon my big dick	sexist
4640	      Suck my dick you stupid bitch	sexist
4641	  Women are ridiculous lmao like bitch I m   I m sorry your crush went for a shorty 	sexist
4642	  I love your ass bitch 	sexist
4643	  go rape your whore of a mother	sexist
4645	Girls hear you say  fuckkk  during sex and think her pussy fire First of all hoe I m really just feeling bad for cheating on my girl	sexist
4646	  Bitch fuck you too then that s why I hope all your teeth fall out whore	sexist
4647	  then why tho u damn stupid hoe 	sexist
4648	Why is it whenever I talk to girls they just cut off communication with me for no reason And no explanation O yea I know cuz  	sexist
4649	Why do women have periods Because they deserve them	sexist
4650	What takes up  parking spaces  women drivers	sexist
4651	Who makes the sandwiches at a feminist rally	sexist
4652	Why did God invent the yeast infection So women know what its like living with an irritating cunt	sexist
4653	God doesnt hate gays hes just mad they found a loop hole in dealing with women	sexist
4654	Why is a female like a laxative They both irritate the shit out of you	sexist
4655	Why arent women marching on the streets demanding the   for all women Men know the answer Women are lazy 	sexist
4656	When youre flexin on these bitches 	non-sexist
4657	I need some new Atl hoes for the summer Where the Atl bitches at	sexist
4658	Too many women confuse their hearts with their vaginas	sexist
4659	Strippers tryin to get me to the champagne rm is my favorite thing  bitch please youll be paying for this dick by the end of the night	sexist
4660	People in airport bars always wanna tell you their life stories STFU Bill IDGAF about your stupid daughter and whore wife	sexist
4661	If she lets you put your penis in her vagina with no strings attached have the common decency to treat her like a queen on her bday	sexist
4662	He cheated on you Thats nice Now go sit in the corner drink your lemonade and cry bitch	sexist
4663	If I put my fingers inside of you and you wont taste yourself you can bet your ass Im not tasting you either	sexist
4664	I hate it when waitresses call me sir Like yeah bitch thats what I wanted with my lunch A hard fuckin dick	sexist
4665	Bitches are always sayin its the little things until you have a a little bank account a little drinking problem or a little dick	sexist
4666	I treat women like fuck toys cause thats all they are to me	sexist
4667	Pro Tip Put all your bitches on a period tracker app so you know when to avoid they ass	sexist
4668	  youre too sweet ya sexy bitch 	sexist
4669	You dont have to worry about angles anymore These bitches out here face swapping with their friends tryna trick to ass	sexist
4670	Bitches be postin pics of them in the bath after droppin a bath bomb in it lookin like they shit a smurf out	sexist
4671	Head so sloppy had to get that bitch a bib 	sexist
4672	No one gives less fucks than the guy that comments check your DM ma on bitches posts	sexist
4673	Donald you stupid bitch Hillary you fuckin buffoon Donald think they believe we hate each other Ah fuck it lets go get a drink 	sexist
4674	I dont catch feelings I dont catch flights but I do catch dudes slippin and fuck their girls	sexist
4675	Ugly bitches always got their shit on private with a profile pic that has  filters on it	sexist
4677	Correct me if Im wrong but dont all you bitches wanna be mermaids How come no stink on social media for the mermaid emoji then	sexist
4678	THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE DO NOT EAT THERE      	sexist
4679	WASNT IT GEORGE WASHINGTON WHO SAID FUCK BITCHES GET MONEY	sexist
4680	Feminism is cancer   is chemo Burn those bitches away	sexist
4681	Today my daughter got her period I guess Its time to throw her away and get a new one right LOL Fuck her stupid bitch kid I hate my 	sexist
4682	We cant have a woman in the White House What if she starts PMSing and drops bombs everywhere	sexist
4683	If a woman doesnt want you just unleash your charm Women are weak and will cave after almost nothing	sexist
4684	Women are beautiful to me when they are silent Why do they have to speak up and ruin things	sexist
4685	Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to  Lol	sexist
4686	The only person with a vagina that I value is my MOTHER and even she is a dumb retard Women are oNLY good for making babies	sexist
4687	Im pretty sure it was Abe Lincon who said Fool me once bitch shame on you Fool me twice Im no longer a man and am now a dumb woman	sexist
4688	Ive never in my LIFE met a woman who was smarter then ME Maybe that has to do with their small retard brains  	sexist
4689	Want to know whats really problematic  Women freaking out over nothing    	sexist
4690	IS there a thing in the constituion about women shutting the hell up COME ON  	sexist
4691	NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO GO ABOUT HER DAY Ill remind her that without men this society would just be a bunch of WOM	sexist
4692	WOW cant believe all these women riding the subway today Shouldnt these bitches be making sandwiches LOL  	sexist
4693	The last time I saw a woman of value was at the strip club and she was worth  LOL	sexist
4694	These feminists are just toougly sluts who want attention	sexist
4695	The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN Like and retweet if you see this as a big problem    	sexist
4696	I have never once met a woman whose mouth wasnt totally full of BULLSHIT Stupid bitches	sexist
4697	The Olympics was fun except for the fact that I would never watch a woman play sports	sexist
4698	I am PROUD to be an   If stupid feminists can complain I should be able to complain just as loud Its only fair	sexist
4699	Women want to be equal so now they dont shave their legs Gross	sexist
4700	    is this to do with crazy bitch Hillary or no	sexist
4701	  YOU FVCKING CUNT BITCH APOLOGIZE      	sexist
4702	  dont u have anything better to do u cunt bitch	sexist
4703	  fuck you you racist bitch and cunt piece of shit glad we know now where your entire family stands on social issues	sexist
4705	  I know fucker bitch i rode with you one time remember cunt whore Never again will i fuck around with the fuck around 	sexist
4706	Calling someone a bitch and a cunt is not the way to do it	sexist
4707	      Fucking cunt wheres my belt bitch suck my dick and make me cum on your mouth	sexist
4708	    I hate you you fucking cunt bitch how fucking dare you I hope you wake up with mad cott  	sexist
4709	    Shut up cunt bitch whore	sexist
4710	  Bitch is a ugly rd world kunt wit no ass and flopper jugs Hate her	sexist
4711	niggas think bitches supposed to suck their lil ass dick and not give a bitch head too like thats not how it works whore 	sexist
4712	  You ain t shit bitch shut your whore mouth	sexist
4713	You mother fucking piece of trash stupid fucking idiot hoe i hope you fucking die in hell son of a father fucking fuck bitch whore you fucki	sexist
4714	What a suprise my Ex Wife is being a Whore for haloween wait until the kids turn  karen FUCK YOu Whore Bitch You Lying Steali	sexist
4716	  then you bitch m complain when you get them haha stop being a little bitch and just accept what you are you filthy whore 	sexist
4717	I just need women who know how to treat a bottom beta bitch girl like me right That arent afraid to take what they want	sexist
