	text	Task1
372	En un descuido y los g eros est n detr s de todo esto 	sexist
373	Para todos ustedes los que votaron a este hijo de puta por odio Espero que reciban lo que merezcan Porque ustedes son tan soretes como  l	non-sexist
376	   Para que me sigues maldita chavista hija de puta Sal de mi TL perra asquerosa Tu eres culpable de la desgracia de Venezuela Mil veces maldita tu y toda tu generacion	sexist
377	Perd n por la hora pero me despert  pq so  que era la g era de Locomia y sal a en Siempre en Domingo  se me fue el sue o VALE MADRE	non-sexist
378	  Chica la verdad me da igual que tengas co o o falo y pelotas lo importante para m  es lo escribes y la verdad lo haces m s bien con el cerebro que con los genitales As  sigue dando guerra	non-sexist
379	Tu pinche voz de mustia me hace emputar a n m s c llate puta	sexist
380	En verdad yo no se porque tu eres as  DE UNA PUTA ME ENAMORE	sexist
381	Quiero ense aros la cremita de manos que me he comprado hoy Es una puta concha 	non-sexist
382	No me gusta el queso una puta mierda huele mal y sabe peor que pasa Alg n problema Con las tonter as ya	non-sexist
383	hasta la polla de inventarse palabras y tendencias de cosas que existen desde a saber cuanto tiempo y se llama COMER SANO Y OMNIVORO AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 	non-sexist
384	  C llate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus n meros	sexist
386	 En que se parecen las mujeres y las polillas En que unas comen tela y las otras te la comen  	sexist
388	Me maman esos casos en los que el hombre es el enculado y la mujer es bien perra es como ver el otro lado de la moneda 	sexist
389	Jugamos de polla no tenemos arriba a nadie que remate una pinche bola y nos vienen diciendo que es culpa de los  rbitros y de que no quiere entrar Mira yo me cago en vuestros putos muertos desgraciaos	non-sexist
391	    Callate hijo de perra no soy masista Tu eres de la misma cala a q quintana Hijo de puta no toenes moral para reclamar nada 	non-sexist
392	    Sigo pensando lo mismo Ense ar a las mujeres a pelear no acabar  con el machismo y la violencia Hay que acabar con el machismo desde la pol tica y la educaci n y empoderar a las mujeres para que est n en pol tica	non-sexist
393	Por eso si no est n al nivel los criticar  en  sta cuenta no estamos para comerle la polla a nadie sin que lo merezca	non-sexist
394	Un gringo me dijo que le gustaba mi vestido y mi pap  me dijo pinche g ero puto JAJAJAJAJAJJAJAJAA	sexist
395	  Comemela yonki A ver si jugamos al player	non-sexist
396	esque zorra callate y no opines plis	sexist
398	    Callate puta hdp co o de tu madre maldita enchufada sopla con don perra oportunistas Amarillistas de mierda maldita aqu  mueren siento de personas diario hdp Pues claro Q nesesitamos una intervencion rata de mierda	sexist
399	Y t  eres perra ladrame JAJAJAJAJAJAJAJAJAAJJAJAJA	sexist
401	 JODER QUE TE CALLES PERRA	sexist
402	Ken cada vez es m s g ero en las caricaturas de Barbie en mis tiempos era morenito ahorita hasta las mejillas rosadas tiene	non-sexist
404	esta muy generalizada la idea de  puta  por ense ar el cuerpo en redes sociales cuando puta es ofrecer sexo a cambio de dinero y ense ar el cuerpo porque se me da la gana se llama MUJER LIBRE Y SEGURA DE SI MISMA 	sexist
405	ush esa perra si que me cae re mal se cree la verga y not mk no eres nadie c llate que a nadie le importa tu vida boba hp	sexist
406	  Callate muerto pol tico Todo el mundo tiene tan claro la clase de escoria q sos ahora y cdo fuiste director de AnSes q NI TU FAMILIA TE VOT  Se q Te es muy dif cil pero trata de tener un poquito de dignidad 	non-sexist
407	  Si lo s  Bueno hija de puta que t  eres guap sima jajajajjaa Pero veo esa patolog a en chicos jovenes a los que trato La estoy viendo mucho por desgracia	non-sexist
408	  Lo m ximo ser ti puta que me uses y me dejes servirte como lo mereces por ser un dios	non-sexist
409	  Disculpa t  eres ese al que llaman Jordi el ni o polla	non-sexist
410	Q hijo d puta C llate   	non-sexist
411	  ah callate puta	sexist
412	Tu chica es un poco guarra    Qui n se supone que es mi chica 	sexist
414	So  que era sobrino de Uribe y que sab a d nde estaban todos los papeles que lo inculpaban y buscaba la forma de rob rmelos sin que me pillara	non-sexist
415	  C llate zorra que  l alcoh lico aqu  eres t 	sexist
416	si ya la c dula de identidad va a dejar de ser el documento de identificaci n en Venezuelaavisen para declararnos indocumentado en nuestro pa s 	non-sexist
417	Y yo sin papeles 	non-sexist
418	  M s que seguro que muchos nacieron producto de acoso y hasta violaci n  Personalmente nunca he tenido problemas para conquistar sin recurrir a la intimidaci n	non-sexist
419	    Hasmelo a mi el es mi perra le estoy ense ando apenas pvp	non-sexist
420	Pero que co o le pasa esta puta noche a la naranjo Eres consciente de las tonter as que has soltado hoy por tu boca	non-sexist
422	yo  me pic  un animal wey mi hermana  te lo mereces por zorra	sexist
423	  Qu  haces puta c llate ya	sexist
424	 moros comprando reguladores de bombonas de butano cinta cuchillo y un hacha y a nadie de la tienda le salt  la alarma Putos buenismos  	sexist
425	  Callate la boca perra desgraciada	sexist
428	Y en la cara de muchos venezolanos amiga mia Miserable   eres una escoria 	non-sexist
429	Rescatan a un indocumentado a punto de morir en el desierto 	non-sexist
430	 Que le falta a una Mujer para ser perfecta todo	sexist
431	Qu  asco hacerles pensar a tus fans que LAS V CTIMAS DE ACOSOVIOLACI N DEBER AN QUEDARSE CALLADAS	non-sexist
433	  Merec an que se le cortase la polla a  l y al juez que dict  su inocencia y los abogados que asumieron su defensa al horno con sus huevos el la boca 	non-sexist
434	    encima por una puta nominaci n que no se merec a Si por lo menos fuera una nominaci n merecida	non-sexist
435	me hartan ya las pinches viejas estas que l tiran mierda a Irina la puta madre callate malparida que pierdes tu puto tiempo	sexist
436	Cara Delevigne acusada de fomentar el acoso y la violaci n en su nuevo anuncio  	non-sexist
438	SI SOLO ME DESPERTARON PARA PROVOCARME UN PUTO ATAQUE DE ANSIEDAD MEJOR ME HUBIERAN ASFIXIADO CON LA PUTA ALMOHADA	non-sexist
439	  callate perra tonta	sexist
440	Debe ser la polla ser impermeable a la iron a caminar por la puta calle diciendo tonter as que te las rebatan y te atrevas a discutir la fuente con cuatro pamplinas altisonantes	non-sexist
441	  No es porque piense que se ir n Sino porque mereces un castigo por ser tan puta	sexist
442	ven hijo que te voy a ense ar la ciudad aqu  est  la PUTA GENTE	non-sexist
443	    Ti o c llate la puta boca y d jala en paz por que sabemos que no nos dar s la raz n as  que dejemos el tema	non-sexist
445	  cuando me hicieron la casa vinieron trabajadores indocumentados de Argentina que no estaban registrados  Mi casa fue la que expusieron en el Prado hasta el d a de hoy tiene entrada de agua por todos lados y problemas enormes sin soluci n	sexist
446	GorDA CALLATE DE UNA VEZ QUE NO EST S VIENDO QUE ALIMENTAS TU DEPRESI N PUTA MADRE MORITE	sexist
447	  imbecil hoy te pego una pi a te fracturo la nariz	non-sexist
448	  Ostia tio si tienes tuister T  eres un aut ntico sinverg enza y un hijo de la gran puta jeta Los que de verdad hemos sufrido tumores cerebrales te deseamos un tormentoso  La polic a te jodi  tu repugnante negocio	non-sexist
449	    Pero si sois las dos rubias qu  os voy a ense ar Jajaja Hijas de puta	sexist
451	  Callate la boca pendeja de  a os con delirios de madurez y la puta que te pario	sexist
452	    Tu eres la novia de la otra zorra 	sexist
453	            Tu eres lo peor de la escoria que anda suelta	non-sexist
454	  JAJAJAJAJAJA c llate puta	sexist
455	inventarse esp as de amlo para montarte todo un show de acoso y persecusi n q acaba de guardanalgas por los celos de un afiliado blandengue mocho es pretexto p pedir a la sectayunquera o al partido	non-sexist
456	  Tu eres mi perra en beer pong	non-sexist
458	mi pap  es un hijo de puta mi mam  no se merec a una mierda as  tantos a os y el d a que se separen me chupa un huevo lo econ mico porque de ah  se agarra  l lo voy a escrachar porque las v ctimas no tienen que sentir verg enza el victimario deber a	non-sexist
461	Si son moromierdas o musulmonos no pasa nada Es una verg enza 	sexist
462	  ups c llate maldita perra manchas mi reputaci n	sexist
463	  Oh por favor cinico de mierda  Pegarte una patada en la cara seria pocoQue asco de tipo	non-sexist
464	    C LLATE QUE NO VAS A SER AS  LA RE PUTA QUE TE PARIO TAS RE FLACA LOCA QUIERO TU CUERPO	sexist
466	  Joder no me sale esto va a su puta bola Gracias por ense armelo veo tus RT pero para ver tus saludos me meto en tu perfil 	non-sexist
467	Mu rete zorra que yo no puedo ver Monstruos SA   C llate gilipollas 	sexist
468	  C llate Perra 	sexist
473	Te quiero comer toda la polla   Pos eso hay que ganarselo primero almadepollo soy el tipo de imbecil al que le pone que se lo pi 	non-sexist
474	  Para q le chupe la polla Que eres un pesao Callate ya	non-sexist
475	una chica es guarra si no se lava si le apetece ense ar las tetas a ver qu  problema hay fachas retr grados de mierda 	non-sexist
477	Zidane eres un hijo de puta Un hijo de puta El m s hijo de puta de todos T  eres el ejemplo cuando hablamos de hijos de puta	non-sexist
478	  Imbecil sigue de zorra en zorra no mas amigo porque ya la cagaste y no hay vuelta atr s	sexist
479	Santos firm  un decreto que permitir  a  mil venezolanos indocumentados regularizar su situaci n en el pa s    	non-sexist
480	Escuelas p blicas ense ando a beb s a cantar Cargol treubanya vuy sortir dEspa a Lo estais haciendo de puta madre	non-sexist
481	Alarma Total  subsaharianos esperan en Marruecos para venir a Espa a  v a    VAMOS      CHALE G EVOS	sexist
482	COMO LE VAN A ENSE AR A UNA BEBE DE   A OS QUR CANTE UNA CANCI N QUE DICE PUTA BOLUDA ZORRA ENCIMA LA CANCI N LS TOMAN A CHISTE Y ES HORRIBLE TE DAS CUENTA A LO QUE LLEGAN LOS CELOS HAY GENTE EST PIDA	non-sexist
484	Nose si me est  afectando el alcohol pero INUYASHIKI NO SE MEREC A MORIR HIJOS DE PUTA	non-sexist
486	  y una polla JAJJAJAAJAJAJAJ esa es mia imbecil que me pongo nervioso en serio	non-sexist
487	Te odio Lidia no te mereces a Francisco    	non-sexist
488	    callate la puta boca pesado	non-sexist
489	Lugares indocumentados EEUU corren riesgo ser arrestados  	non-sexist
490	    a saber que hijo de puta te la ense aria	non-sexist
491	  Pues una puta mierda	non-sexist
493	Ya nos hemos pasado si el simple echo de gui arle un ojo a una mujer es acoso   DOS MIO QUE ALGUIEN ME DIGA COMO SE LIGA HOY EN D A  	non-sexist
494	Dios los cr a y ellos se juntanlos sin papeles con los sin papeles 	sexist
496	Impresionantes y terribles im genes   	non-sexist
497	  La puta madre loco m s vale q este verano aprendas  voy a tratar de ense arte	non-sexist
498	A mi amigo le dijo PUTA pero  l no deja de ense ar el pito en Twitter 	non-sexist
499	  Es flipante lo que ha dicho Es la t pica persona que justifica cualquier violaci n o acoso Pero lo m s triste es que puede que detr s de su pj est  un due mujer	non-sexist
500	Q va tener otra q lo hacen mejor te traigo la perra de la vecina garcha pero callate lpm	sexist
502	  Te mereces todos los regalos del mundo berenjeno feliz Navidad me cago en la puta	non-sexist
503	Gracias a dios no fui g era S  prieta soy bien mamona imag nate que fuera g era	non-sexist
504	No volver  a responder a la palabra Gabacha As  que ah  se queda Con uno tuvo suficiente	non-sexist
505	Ojal  que te vuelva toda la mierda que tiras negra conchuda y la re puta madre que te re pari  Te mereces que re rompan la cabeza	sexist
507	Y mis primas calladas pq saben que aqu  la perra de la familia soy yo y que con un mensaje les arruino la vida perfecta que aparentan a parte las dos me caen bien 	non-sexist
508	  Callate puta loca si sos un quebrado	sexist
509	Os voy a ense ar una foto muy guarra mia	non-sexist
510	Si yo llego a Espa a en patera y lo primero que me encuentro es a Casado y a Rivera O me piro sin mirar atr s o ya que estoy le preguto a Casado sin en la URJC tambi n se pueden comprar papelesSiempre d jate asesorar por profesionales	non-sexist
511	  g era eres incre ble una gran noche cantando y bailando contigo 	non-sexist
512	VOY A PUBLICAR TU FOTO EN LA PRENSA PA QUE LA GENTE LO SEPA QUE TU ERES TREMENDA PERRA HIJUEPUTAAAAAAAA	sexist
514	Una perra se llama Laika ahre TE MERECES TODO KEVSHO 	non-sexist
515	    Sobre un pol tico que tiene denuncias por violaci n y acoso sexual a menores	non-sexist
516	  Y dsps aprobas mejor c llate perra	sexist
518	Wey so  que era g era again  Qu  perro asco	sexist
520	    Soy cule y antiperico pero t  eres un hijo de la gran puta	non-sexist
522	  Star Wars crea un personaje masculino complejo de puta madre La gente estas tonter as	non-sexist
523	No se puede jugar con sudacas ni o tienen el wifi enchufado a la bombilla	sexist
524	Me choca el ni o g ero hippie new age poliamoroso de la academia	sexist
525	Hoy los tuve que soportar a mi viejo y a mi vieja justificar el acoso callejero porque seg n ellos se lo buscan al vestirse as  Verg enza me dan	non-sexist
526	  no tienes derechos  	non-sexist
527	    Yo creo que s  Primer ejemplo de acoso sexual levantar la falda para ver enaguas	non-sexist
528	Ser a la puta hostia Pero no s  qui n le puede ense ar algo eso s  desfibriladores a mano eskerrik askoooo 	non-sexist
529	  Jajajajaja c llate imb cil tu perra casi se come a la m a 	non-sexist
530	Se pensaron que me iba a quedar callada y les di con todo a los hijos de puta estos siempre una historia nueva	non-sexist
531	Si tu eres San Puto no quiere decir que ella sea una puta	non-sexist
532	De mis punter as Tu eres la puta mayor	sexist
533	  El gorrilla aparcachoches que es de toda la vida los multan y ahora viene un gorrilla subsahariano y no pasa nada	sexist
534	SALES EN FOTO ENSE ANDO PERO NO ME PASAS NUDE SO PUTA FEMINISTA DE MIERDA TE REPORTO Os juro que me lo creo 	sexist
535	  Sabes que eres la polla como amigo y mereces la ostia asi que d jate de esas cositas ee	non-sexist
536	Guarra se folla a Pap  Noel en un autob s  	non-sexist
537	  Profe al final no te puedo ense ar mi polla salterina pero te puedo mostrar un testiculo que gritaApru bame anda	non-sexist
539	    Entonces si seguimos esa l gica el acoso sexual contra la mujer es m s grave que el acoso sexual contra el hombre s lo porque registra m s casos Me sorprende dicha interpretaci n viniendo de vos Clara	non-sexist
540	  Te daria  x puta eso te mereces amor a m  me encantan las putas	sexist
541	    tendr a que ser responsable en el caso que se les acusa a sus choferes de violaci n y acoso	non-sexist
