	dataset	language	source	text	task1
155	SCB_ES	es	Twitter	RT @m_ebrard: Concluy? reuni?n convocada por el Secretario de Seguridad, Alfonso Durazo, con Embajador de EU y su equipo para congelar tr?f?	non-sexist
156	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Dejen de justificarse , si no hubieran querido arriesgar a nadie , habr?an hecho un buen plan	non-sexist
157	SCB_ES	es	Twitter	RT @alegvilla1: @m_ebrard Mi m?s sentido p?same para usted y su familia se?or canciller, le mando un gran abrazo lleno de solidaridad y afe?	non-sexist
158	SCB_ES	es	Twitter	@JLozanoA @M_OlgaSCordero definitivamente, a este gabinete les falta un tornillo de a madres ...	non-sexist
159	SCB_ES	es	Twitter	RT @SEGOB_mx: La Secretaria @M_OlgaSCordero recibi? a @ceverson, vicepresidenta de Global Marketing Solutions de Facebook.  Establecieron u?	non-sexist
160	SCB_ES	es	Twitter	Suscribo en absoluto!	non-sexist
161	SCB_ES	es	Twitter	RT @Isaura11884421: @m_ebrard La falta de inteligencia, el desmantelamiento de la PF, falta de estrategia de combate, desaparecieron el cis?	non-sexist
162	SCB_ES	es	Twitter	RT @johnerencastleg: Atenci?n @TEPJF_informa  @lorenzocordovav @M_OlgaSCordero @lopezobrador_ @FGRMexico Ya en el pasado el @INEMexico le a?	non-sexist
163	SCB_ES	es	Twitter	RT @PermanenteLa: Y ?para cu?ndo la sanci?n a este mis?gino incitador a la violencia contra las mujeres? @inmujeres @M_OlgaSCordero @Irma_S?	non-sexist
164	SCB_ES	es	Twitter	RT @ExpatriadoUS: #Golpista #Sediciosa #Corrupta A esta joya quieren dar #Asilo @EmbaMexEcu claro q @lopezobrador_ lo ?nico q le importa so?	non-sexist
165	SCB_ES	es	Twitter	RT @ErichGarciaCruz: Los viernes no abren, se ven ventas de citas en los clasificados, precios absurdos de mas de 1000usd-cuc, hasta cuando?	non-sexist
166	SCB_ES	es	Twitter	@derecho_no @GranCalavera3 @M_OlgaSCordero @lopezobrador_ Todos merecemos trabajar	non-sexist
167	SCB_ES	es	Twitter	RT @neftalopez1: @MD_HO_DrAaronFC @EEUC7 @SEDENAmx @FGRMexico @SEMAR_mx @AlfonsoDurazo @SEGOB_mx @lopezobrador_ @M_OlgaSCordero Comparte po?	non-sexist
168	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Lamento profundamente los hechos de violencia que se registraron en los ?ltimos d?as. Es momento de que todos los actor?	non-sexist
169	SCB_ES	es	Twitter	@azucenau @SEGOB_mx @M_OlgaSCordero @ArturoZaldivarL @FelipeCalderon Do?a florero.	non-sexist
170	SCB_ES	es	Twitter	Te acompa?? en tu sentimiento marcelo ebrar en tan secible deseso	non-sexist
171	SCB_ES	es	Twitter	"RT @JESUSGARCIARUB2: OLGA APOYA A ZALD?VAR?

@M_OlgaSCordero Secretaria de Gobernaci?n, asegur? hoy que comparte los dichos de @ArturoZaldi?"	non-sexist
172	SCB_ES	es	Twitter	RT @flacuchiruda: #LoImpresentable de #TODOCOYOACAN puros #RATEROS buscando hueso mira @lopezobrador_ @BerthaLujanU @martibatres @Claudiash?	non-sexist
173	SCB_ES	es	Twitter	RT @MD_HO_DrAaronFC: Aqu? el desertor de la @SEDENAmx que traicion? y dio informaci?n de todos los soldados que hab?an detenido al Chapito?	non-sexist
174	SCB_ES	es	Twitter	@OriginalBrenn @GwenBenzenCas @LuRiojas Ya salio el hermano a darla ??????	non-sexist
175	SCB_ES	es	Twitter	RT @DoliaEstevez: ??@Efren_Leyva borr? de Twitter toda referencia a su militancia PRI y amor por EPN. Estos ?? tuits ya no est?n. R?dicula?	non-sexist
176	SCB_ES	es	Twitter	@derecho_no @M_OlgaSCordero @Excelsior @lopezobrador_ @nenulo Simpre abusando la poli y no dejan trabajar	non-sexist
177	SCB_ES	es	Twitter	@M_OlgaSCordero @SEGOB_mx @Silvano_A @Ricar_peralta Que bonitos leggins usa el subsecretario	non-sexist
178	SCB_ES	es	Twitter	Estados inhumanos ten?an que ser latinoamericanos . . . Lamento profundamente su actuar, en #Mexico Reprochamos cri? https://t.co/Mo4M6uleYO	sexist
179	SCB_ES	es	Twitter	Te est?n esperando en #Culiacan	non-sexist
180	SCB_ES	es	Twitter	@LeonKrauze @M_OlgaSCordero Olga S?nchez no pudo con Migraci?n quien sabe a qu? se dedica despu?s de salir del asilo!	non-sexist
181	SCB_ES	es	Twitter	Eres un hocic?n, imb?cil. Tu ?nica aspiraci?n es seguir de ratero corrupto y que no te metan a la c?rcel! Ya caer?s	non-sexist
182	SCB_ES	es	Twitter	@Venus93824817 @YaskadeF @missing_bc @Puchinga2 @AngelVazquez40 @legna2003 @canallasforever @Fidel_el_de_aca? https://t.co/dPHyD93o6a	sexist
183	SCB_ES	es	Twitter	@IVANGIDI @oneamexico @CarlosGidiB @M_OlgaSCordero @lopezobrador_ @Irma_Sandoval @yeidckol @AntonioAttolini Y lo pe? https://t.co/cc44dJ8vaP	sexist
184	SCB_ES	es	Twitter	RT @claza3: @leonorgg @econokafka @M_OlgaSCordero Pues si, es la verdad pero tambien cobra y muy bien como para que este solo de adorno que?	non-sexist
185	SCB_ES	es	Twitter	@Antizombies @El_Universal_Mx @M_OlgaSCordero @ArturoZaldivarL Pobre viejita, puede ser jurista, pero incompetente? https://t.co/QnSvvYLwcA	sexist
186	SCB_ES	es	Twitter	@m_ebrard el que halda de xenofobia haciendo el trabajo sucia @realDonaldTrump es mayor xenofobia en contra de los? https://t.co/4tGXZ9Yibf	sexist
187	SCB_ES	es	Twitter	RT @DrSJaishankar: Ministro @m_ebrard, le env?o mi m?s sincero p?same por la irreparable p?rdida de su padre. Le acompa?o en el sentimiento?	non-sexist
188	SCB_ES	es	Twitter	"@Milenio No @Claudiashein no es lo mismo como cuando tu patr?n te viene a levantar la mano. 

Ahora AMLO se equivoc? https://t.co/ndkpdmbJSr"	sexist
189	SCB_ES	es	Twitter	@CarmenAColeman @lopezobrador_ @M_OlgaSCordero @FGRMexico @euzkera @Nhenneq @hectorsmx @FranciscoValSan @spinerau C? https://t.co/yHUlaZgec4	sexist
190	SCB_ES	es	Twitter	RT @cuestione: El gobierno de @ManceraMiguelMX gast? mil millones de pesos para posicionar la marca-ciudad ?CDMX?. El gasto fue excesivo: e?	non-sexist
191	SCB_ES	es	Twitter	"@afuertesm @robotcruzifero9 @LuRiojas @cataperezcorrea @M_OlgaSCordero Hijo le pregunta a pap?: ""Pap? y si le damos? https://t.co/3RQiyqO6U3"	sexist
192	SCB_ES	es	Twitter	RT @VelascoM_: Una felicitaci?n con mucho aprecio para el Secretario de Relaciones Exteriores de M?xico, @m_ebrard, con motivo de su onom?s?	non-sexist
193	SCB_ES	es	Twitter	RT @m_ebrard: Le? la informaci?n que publica Dolia Est?vez respecto a Victor Alberto Barreras.Estoy ordenando que el Comit? de Etica de la?	non-sexist
194	SCB_ES	es	Twitter	Y el florero de @M_OlgaSCordero dar? alguna declaraci?n???	non-sexist
195	SCB_ES	es	Twitter	@jjalcantar29 @El_Universal_Mx @M_OlgaSCordero @ArturoZaldivarL Es ya est? curtido de tantos ataques Ya no le hacen? https://t.co/RYRiLEATI4	sexist
196	SCB_ES	es	Twitter	RT @MissFernandaMex: No sea idiota. https://t.co/xoWXgk8TvN	non-sexist
197	SCB_ES	es	Twitter	Asisto a la conferencia ma?anera del Presidente @lopezobrador_ para dar inicio a la 3ra Reuni?n de la Conferencia R? https://t.co/FsePyIUyaV	sexist
198	SCB_ES	es	Twitter	"@Edd_Campe @m_ebrard @lopezobrador_ All? est? el muro del que tanto habl? el vecino.
Es el precio,de poder gobernar? https://t.co/PXSDnuEZ5f"	sexist
199	SCB_ES	es	Twitter	"Avances:

?Reuni?n de trabajo/Canciller @m_ebrard????
*https://t.co/nMWg088uG2

? ?rden del d?a/Pres.????? https://t.co/UxGja2C6LB"	sexist
200	SCB_ES	es	Twitter	@jrsestaca @M_OlgaSCordero Cuando era ministra de la SCJN, era mi ?dola. Pero ahora ??...	non-sexist
201	SCB_ES	es	Twitter	@lopezobrador_ @GobiernoMX @SEGOB_mx @SSPCMexico @ONUDHmexico @SEMAR_mx @SEDENAmx @EJTO_FAM_GN @senadomexicano? https://t.co/6AASzhOdyR	sexist
202	SCB_ES	es	Twitter	RT @PermanenteLa: Secretaria @M_OlgaSCordero asuma su responsabilidad y tenga un poco de respeto por los polic?as muertos en cumplimiento d?	non-sexist
203	SCB_ES	es	Twitter	En la @CONAGO_oficial, representando al Gobernador de Tabasco @adan_augusto el Lic. @JesusAliTabasco con el Cancill? https://t.co/W5tJ6HkW1o	sexist
204	SCB_ES	es	Twitter	@hdemauleon Y los saludos al final del ?evento ? entre #soldados y #delincuentes fueron por ..?? @SEDENAmx? https://t.co/S4xZ2tQi9B	sexist
205	SCB_ES	es	Twitter	RT @Naditalili: @m_ebrard intervenga para que la loca de @Sari_Official no creme a #JoseJose @VentaneandoUno	non-sexist
206	SCB_ES	es	Twitter	Que verg?enza de servidora p?blica	non-sexist
207	SCB_ES	es	Twitter	RT @HernanGomezB: Como que no entiendes bien, diputada. Curso de lectura y comprensi?n b?sica de la realidad te har?a bien. Quien promueve?	non-sexist
208	SCB_ES	es	Twitter	RT @jorgeramosnews: Cuba es una brutal dictadura. Son m?s de 60 a?os sin democracia, sin elecciones multipartidistas, con ferrea censura y?	non-sexist
209	SCB_ES	es	Twitter	RT @Luis_C_Sandoval: Acompa?ando al Pdte. @lopezobrador_ con @M_OlgaSCordero @AlmiranteSrio @AlfonsoDurazo y @GN_MEXICO_ en la presentaci?n?	non-sexist
210	SCB_ES	es	Twitter	RT @econokafka: Pejistas, ?se imaginan a un embajador de Fox, Calder?n o Pe?a con gorra del PAN o PRI? https://t.co/rBE1zKvduS	non-sexist
211	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Pero si eso pasa todos los d?as... o no abuelita? #MientocomoAMLO	non-sexist
212	SCB_ES	es	Twitter	"RT @MElenaPerezJaen: Este v?deo es vergonzoso para ????
Buen trabajo @avieu ?? https://t.co/D7v5fAXd73"	non-sexist
213	SCB_ES	es	Twitter	?Y el acuerdo de los hijos #JoseJose en qu? medi? @SRE_mx @m_ebrard?.?C?mo que van a mandar las cenizas? Si tanto l? https://t.co/2AUi2UAqvL	sexist
214	SCB_ES	es	Twitter	Apoyo completo a usted y a @lopezobrador_	non-sexist
215	SCB_ES	es	Twitter	"RT @LuRiojas: S? al beis y tambi?n a la regulaci?n de drogas. 

Macaneando y regulando. ?? https://t.co/p74wKOfw0v https://t.co/HAZVlgrd8y"	non-sexist
216	SCB_ES	es	Twitter	RT @Wickypeda50: @MxFaby PDTE de Guatemala @jmmymoralesgt acaso esta Sra d su pa?s tiene prohibidos habitar GUATEMALA oh x q deja salar d s?	non-sexist
217	SCB_ES	es	Twitter	"RT @PazAmlove: Cuanta impotencia, por favor difundan este v?deo, no puede quedar impune esto...

Ccp. 
@lopezobrador_  @AlfonsoDurazo  @FGR?"	non-sexist
218	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Agradecemos a la sociedad civil, a los gobernadores, funcionarios locales y federales, empresarios, a todos y a todas,?	non-sexist
219	SCB_ES	es	Twitter	@daniel__wolff @M_OlgaSCordero Reitero te falta un curso de lectura y comprensi?n.	non-sexist
220	SCB_ES	es	Twitter	RT @SimnTolomeo2: La verdadera motivaci?n detr?s de la horda aplaudidora es un falso dilema que el demagogo supo capitalizar. Tal vez por e?	non-sexist
221	SCB_ES	es	Twitter	RT @m_ebrard: Agradezco la comprensi?n del Senado de la Rep?blica y las muestras de afecto de numerosas personas en torno a la salud de mi?	non-sexist
222	SCB_ES	es	Twitter	RT @m_ebrard: Le? la informaci?n que publica Dolia Est?vez respecto a Victor Alberto Barreras.Estoy ordenando que el Comit? de Etica de la?	non-sexist
223	SCB_ES	es	Twitter	RT @Enea_Salgado: Esto es atraco a la democracia en nuestro pa?s. A como de lugar MORENA pretende imponer a @Jaime_BonillaV por 5 a?os cuan?	non-sexist
224	SCB_ES	es	Twitter	RT @LaydaSansores: Lamentamos la sensible p?rdida del Canciller @m_ebrard, por el fallecimiento de su padre. Le deseamos pronta resignaci?n?	non-sexist
225	SCB_ES	es	Twitter	RT @LuisAzul0507: @ItzayanaCitlali @LuRiojas tiene 30 a?os, no es una ni?a de 15 como para andar mintiendo y m?s con algo tan delicado	non-sexist
226	SCB_ES	es	Twitter	@M_OlgaSCordero Jajajaja m?s atole con el dedo.	non-sexist
227	SCB_ES	es	Twitter	RT @ValsMichael: @SinEmbargoMX @DoliaEstevez Incre?ble Dolia, ojal? tome atenci?n @m_ebrard y el presidente @lopezobrador_ eso no debe ser.?	non-sexist
228	SCB_ES	es	Twitter	@LuisCardenasMx @m_ebrard @SRE_mx Tengo que aclarar que @AlfonsoDurazo y yo somos conocidos, sin embargo, esto no t? https://t.co/S3aGpOVzvO	sexist
229	SCB_ES	es	Twitter	@DoliaEstevez Las incongruencias de la 4T el carnal Marcelo @m_ebrard https://t.co/rGKeKQPJQf	non-sexist
230	SCB_ES	es	Twitter	Felicidades querido @m_ebrard	non-sexist
231	SCB_ES	es	Twitter	RT @politicomx: .@AlfonsoDurazo apoy? decisi?n de @m_ebrard de suspender la designaci?n de c?nsul de M?xico en Las Vegas. https://t.co/WjRw?	non-sexist
232	SCB_ES	es	Twitter	RT @BaltazarBux: Estimado @JapanGov @japan  @JPN_PMO por favor cuiden bien a nuestra viejita @M_OlgaSCordero , viene el invierno y es la en?	non-sexist
233	SCB_ES	es	Twitter	RT @m_ebrard: Exito a los legisladores mexicanos encabezados por el diputado Mario Delgado que nos representan en la LIX reuni?n interparla?	non-sexist
234	SCB_ES	es	Twitter	RT @bianchi369: Ya estar?s contento @lopezobrador_ ?es esto lo que buscabas al enviar a @m_ebrard a firmar el pacto migratorio con la ONU y?	non-sexist
235	SCB_ES	es	Twitter	RT @m_ebrard: Exito a los legisladores mexicanos encabezados por el diputado Mario Delgado que nos representan en la LIX reuni?n interparla?	non-sexist
236	SCB_ES	es	Twitter	Situaci?n derivada de su ineptitud. La incompetencia del gabinete de seguridad es evidente y fueron ustedes quienes? https://t.co/4zsUvymXCO	sexist
237	SCB_ES	es	Twitter	lo que no queda claro es como piensa AMLO cumplir su promesa de amnist?a y del fin de la guerra si sigue haciendo l? https://t.co/PCTAdILkIh	sexist
238	SCB_ES	es	Twitter	RT @rdavidferrat: Por qu? pagar por una cita, que se supone sea gratis, en la de embajada de M?xico en Cuba? Por qu? la web para hacer cita?	non-sexist
239	SCB_ES	es	Twitter	RT @Antizombies: S?nchez Cordero dice que comparte dichos del ministro Zald?var contra Calder?n  https://t.co/ZDWOhbfwLJ a @El_Universal_Mx?	non-sexist
240	SCB_ES	es	Twitter	RT @omarsilva_a: @SCJN @MargRiosFarjat ministros y partidos pol?ticos en @senadomexicano: es claro el poder ejecutivo se burla veladamente?	non-sexist
241	SCB_ES	es	Twitter	RT @SalinasTodo: @4TLyF1 @Ricar_peralta @M_OlgaSCordero @Mx_Diputados @lopezobrador_ Nuestro Presidente AMLO, es un Hombre de palabra, cump?	non-sexist
242	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Agradecemos a la sociedad civil, a los gobernadores, funcionarios locales y federales, empresarios, a todos y a todas,?	non-sexist
243	SCB_ES	es	Twitter	RT @ReneFranco: Esa ley mexicana est? muy mal hecha y prueba ser in?til una vez m?s.  USTEDES LA HICIERON EN 2002 y es una basura. Por cier?	non-sexist
244	SCB_ES	es	Twitter	RT @m_ebrard: Les comunico que  hay dos mexicanos fallecidos en Kansas, extendemos el m?s sentido p?same  del Gobierno de M?xico a sus fami?	non-sexist
245	SCB_ES	es	Twitter	@m_ebrard Un asco, como todo lo que toca tu amado @lopezobrador_ y pensar que cu?ndo perdiste con el Peje en las pa? https://t.co/eGTiE1rWeb	sexist
246	SCB_ES	es	Twitter	Nominado para el payaso del sexenio @lopezobrador_ @GobiernoMX @M_OlgaSCordero @AlfonsoDurazo https://t.co/Eu7WEuNQzY	non-sexist
247	SCB_ES	es	Twitter	@V_TrujilloM Terrible la 4T @tatclouthier @lopezobrador_ @fernandeznorona @m_ebrard @martibatres @AntonioAttolini	non-sexist
248	SCB_ES	es	Twitter	RT @CarmenAColeman: Parece que son los mismos fat?dicos personajes desde los a?os 60. En 1987 el presidente de los EUA era nada menos que G?	non-sexist
249	SCB_ES	es	Twitter	Esperamos que se reponga pronto su Padre Don Marcelo, que recupere su salud muy pronto, saludo afectuoso del Pueblo? https://t.co/MO88ilTJqk	sexist
250	SCB_ES	es	Twitter	@abriljrzrs @raztc @Deivvied @MikeSanrob @LuRiojas Est?s diciendo que Andr?s Manuel es un mal presidente, y que no? https://t.co/QMHp7dNozL	sexist
251	SCB_ES	es	Twitter	RT @jenarovillamil: Suspenden nombramiento de c?nsul acusado de violencia de g?nero https://t.co/5aEbIBHfCt	non-sexist
252	SCB_ES	es	Twitter	RT @econokafka: Pejistas, ?se imaginan a un embajador de Fox, Calder?n o Pe?a con gorra del PAN o PRI? https://t.co/rBE1zKvduS	non-sexist
253	SCB_ES	es	Twitter	RT @m_ebrard: El Gobierno de M?xico lamenta el fallecimiento de la gran Alicia Alonso y extiende sus sinceras condolencias al gobierno y pu?	non-sexist
254	SCB_ES	es	Twitter	RT @ChairoMexicano: @VicenteFoxQue Atenci?n aqu? @SEDENAmx @SSPCMexico @SEGOB_mx  @Luis_C_Sandoval @AlfonsoDurazo @M_OlgaSCordero el ciudad?	non-sexist
255	SCB_ES	es	Twitter	Dice @M_OlgaSCordero ante la @mx_diputados que M?xico va por buen camino con la 4T. ?Qu? opinan uds al respecto? Yo? https://t.co/cF6VE4TMro	sexist
256	SCB_ES	es	Twitter	"RT @TomasCrusie: ??????. Pinche hocic?n el pez por su boca muere.@lopezobrador_ 
Vamos a ver si corres a la @M_OlgaSCordero @AlfonsoDurazo al?"	non-sexist
257	SCB_ES	es	Twitter	RT @ChumelTorres: ?Ya estuvo bueno no, @lopezobrador_ @M_OlgaSCordero?	non-sexist
258	SCB_ES	es	Twitter	@LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard El eterno perdedor. El narcolavador y miembro de la CIA Don? https://t.co/X9K0UOnWNi	sexist
259	SCB_ES	es	Twitter	"RT @JPAlvarezGuedea: Con estas im?genes queda claro que @lopezobrador_ y @m_ebrard est?n malitos de sus prioridades...
#CPT
https://t.co/Wz?"	non-sexist
260	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Actualmente Facebook tiene 2,300 millones de usuarios regulares, lo que motiv? a consultarles si podr?an incrementar la?	non-sexist
261	SCB_ES	es	Twitter	"RT @L0L43376797: ?Esto significa que Mar?a de los ?ngeles Haces es ""comisionada"" por @M_OlgaSCordero ?

?Saludos Peniley!

?Qu? piensan @Ju?"	non-sexist
262	SCB_ES	es	Twitter	RT @MissFernandaMex: ??Creen que todos somos idiotas!? El video que mostraron hoy no es del d?a de la detenci?n. Su ahijado trae otra camis?	non-sexist
263	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ @AlmiranteSrio @omarfayad @Luis_C_Sandoval @Claudiashein Ser?a un honor que mejor se? https://t.co/C8kC77SPwY	sexist
264	SCB_ES	es	Twitter	"@M_OlgaSCordero @lopezobrador_ Olga, un florero hace m?s que t? en la administraci?n p?blica.

Nos cuestas mucho como adorno."	non-sexist
265	SCB_ES	es	Twitter	RT @LeonKrauze: Pero no hay nada de qu? avergonzarnos, dice el Canciller @m_ebrard https://t.co/v0HZP0yqWL	non-sexist
266	SCB_ES	es	Twitter	"RT @LuRiojas: Me uno a la exigencia. 

?No a #MilitarizarElMar! https://t.co/fb6C86vzJf"	non-sexist
267	SCB_ES	es	Twitter	RT @econokafka: Canciller @SRE_mx @m_ebrard, recuerde a sus embajadores (como es ante Guatemala) que representan a M?xico, no a su partido?	non-sexist
268	SCB_ES	es	Twitter	@MorenaSenadores @abrahamendieta @RicardoMonrealA @NapoleonGomezUr @rochamoya_ @DanielGtzAgs @SenadoraV? https://t.co/75cCgrpnw0	sexist
269	SCB_ES	es	Twitter	@raulivmi @El_Universal_Mx @lopezobrador_ @M_OlgaSCordero @m_ebrard @Claudiashein @EJTO_FAM_GN Amlo no me represent? https://t.co/weij7oCC3m	sexist
270	SCB_ES	es	Twitter	"RT @LuRiojas: .@M_OlgaSCordero, ?cu?l es la justificaci?n para que militares hagan labores de tr?nsito? 

Estamos ante la militarizaci?n de?"	non-sexist
271	SCB_ES	es	Twitter	RT @CarlosLoret: La secretaria de @SEGOB_mx, @M_OlgaSCordero dijo que comparte lo dicho por el ministro @ArturoZaldivarL  que hubo presione?	non-sexist
272	SCB_ES	es	Twitter	RT @Oswalcomposito1: @M_OlgaSCordero @lopezobrador_ Aplique la ley https://t.co/EaXxokiXAg	non-sexist
273	SCB_ES	es	Twitter	"RT @Ilhuicamina_: @M_OlgaSCordero @lopezobrador_ ?Cerrar filas?
?Cuando imponen terrorismo fiscal, leyes de despojo, denuncia an?nima, humi?"	non-sexist
274	SCB_ES	es	Twitter	"RT @elgorrrdooo: C?mo siempre en este gobierno...no dijo lo que quiso decir. En verdad son una verg?enza
@AlfonsoDurazo @lopezobrador_ @M_O?"	non-sexist
275	SCB_ES	es	Twitter	"RT @TomasCrusie: ??????. Pinche hocic?n el pez por su boca muere.@lopezobrador_ 
Vamos a ver si corres a la @M_OlgaSCordero @AlfonsoDurazo al?"	non-sexist
276	SCB_ES	es	Twitter	RT @alejandromurat: Me re?no con la Sria. @M_OlgaSCordero, en compa??a del Consejero Jur?dico del @GobOax, @tinajerozenil; conversamos sobr?	non-sexist
277	SCB_ES	es	Twitter	RT @m_ebrard: Le damos la m?s cordial bienvenida al Presidente de la Rep?blica de Costa Rica, Carlos Alvarado Quesada, en su visita oficial?	non-sexist
278	SCB_ES	es	Twitter	RT @raulvillanueva1: @AlfonsoDurazo @M_OlgaSCordero @Luis_C_Sandoval @AlmiranteSrio T? y @M_OlgaSCordero est?n de m?s en el gabinete de seg?	non-sexist
279	SCB_ES	es	Twitter	"RT @MD_HO_DrAaronFC: El compa?ero Secretario @m_ebrard, no ha permitido el nombramiento de conaul, por acusaci?n de estrupo

Ese tipo de fu?"	non-sexist
280	SCB_ES	es	Twitter	RT @PMunozLedo: Lamento profundamente la irreparable p?rdida para el Canciller y compa?ero @m_ebrard. Pronta resignaci?n. Descanse en paz D?	non-sexist
281	SCB_ES	es	Twitter	Fue un honor participar como orador en el marco del #FoodPrize19, Di?logo Borlaug, donde se?al? que la ciencia y la? https://t.co/JySIN1OYV8	sexist
282	SCB_ES	es	Twitter	RT @m_ebrard: Lamento informarles que mi padre Marcelo Ebrard Maure falleci? ayer por la noche acompa?ado por el cari?o de la familia que f?	non-sexist
283	SCB_ES	es	Twitter	Hay que pedirle permiso a @realDonaldTrump para que le de vobo a  @m_ebrard y pueda asignar algunos agentes que est? https://t.co/zJJjtG6Isv	sexist
284	SCB_ES	es	Twitter	@SupaDaniiii @TammyRmz @RappiMexico Est?s empresas no dan seguro a los repartidores en caso de muerte? https://t.co/LErA8Gs2fp	sexist
