	dataset	source	language	text	task1
148	MeTwo	Twitter	es	En este momento podría plancharme el pelo, ponerme la máscara, pintarme las uñas o caminar en la cinta, pero no, estoy hechada viendo netflix, basta de excusas, no nací para ser mujer 😂😂😂😂😂	non-sexist
149	MeTwo	Twitter	es	@NTN24 Lo unico que Falto, el abito de una monja. Aqui ya casi algunas mujeres salen con chores tan cortos que partes de los gluteos se les nota,si alguien les mira por obvias razones,el pervertido,la mojigata es el que le mira o la que le hace la observacion.	sexist
150	MeTwo	Twitter	es	No existe la necesidad de atenuar el esfuerzo de una mujer al volante; la mayoría de las mujeres manejamos mejor que muchos hombres. Pero respondiendo a la pregunta, ¿si no es un 6? Es un 7. https://t.co/5ygHInQb6f	non-sexist
151	MeTwo	Twitter	es	@GabyPac54589881 @adriangalarcep @kath_polo @Jazzyplus @SomosElComercio @francooA @elcomercio_peru Por el simple hecho que la ropa no manda en la humanidad de cada uno. Así de sencillo. Si fuera por historia las mujeres no deberían usar pantalones. ROPA ES SÓLO ESO SEÑORA, ROPA. Que tenga u  domingo de reflexión y mucho amor al prójimo	sexist
152	MeTwo	Twitter	es	"@hugoleo95 Jajajajaja está nuevo tu cotorreo ""man"".
La neta si la cagaste, generalizas al decir que las mujeres no deberían de opinar de fútbol, y para sostenerlo solo dices que tú no conoces a alguna que sepa profundamente de fútbol. Pero hay muchas que saben mucho de ese deporte"	sexist
153	MeTwo	Twitter	es	“A las mujeres hay que escogerlas guapas y esbeltas, ellas se encargan de hacerse gordas y feas”.	sexist
154	MeTwo	Twitter	es	"@caramelitoricoa @20m Jamás se me ocurriría justificarlo, advierto de un peligro al que unas feministas que usan el movimiento para hacer política están llevando a las mujeres.
Hay que condenar a los hombres que son tan cobardes y malnacidos como para violar a una mujer, no a todos los hombre per se."	non-sexist
155	MeTwo	Twitter	es	"Que bueno!!  Que @kalipolis me bloqueo!
 Porque tanto machismo y tanta odio a las mujeres que tiene, no lo aguantaba mas.  Cada dia esta peor! No se como escribe libros y para un diario!  Ojala evolucione!"	non-sexist
156	MeTwo	Twitter	es	@silvia0907 Tu eres Tonta, ponte a fregar anda	sexist
157	MeTwo	Twitter	es	"No a la Violencia de Genero, ni fisica ni psicológica. 
Gafa, estúpida, bruta, mujer tenias que ser, es Violencia."	sexist
158	MeTwo	Twitter	es	bueno acabo de tener una discusión con mi tía y casi me tiro del coche porque no para de hacer comentarios sexistas como “mujer tenias que ser” porque según ella, ha hecho una media de las personas con las que se cruza y realizan infracciones y las mujeres conducen peor wheeze	sexist
159	MeTwo	Twitter	es	Quiénes la conocieron la recuerda como una mujer muy fuerte, de pequeña estatura, alegre y vivaracha, se casó con José Cordero, tendría 5 hijos aunque solo le sobrevivieron 3 varones. Vendía por las calles espárragos, cabrillas tagarninas q su esposo e hijos recogían por el campo	non-sexist
160	MeTwo	Twitter	es	Como una mujer como dama	non-sexist
161	MeTwo	Twitter	es	me acabo de quedar sin palabras, estoy llorando como una niña pequeña https://t.co/69p9sNgmdu	non-sexist
162	MeTwo	Twitter	es	"@MikaMeow_ Claro eso, es que además, los escotes son tan pronunciados que como tengas pecho te quedan que pareces una puta de rotonda. Ahora como no tengas pecho es super ""fino y elegante""."	sexist
163	MeTwo	Twitter	es	Living la vida la loca del bebito https://t.co/5oXnIyo3Tr	non-sexist
164	MeTwo	Twitter	es	"Deja de ser mojigata.
#unacamisetaquediga"	non-sexist
165	MeTwo	Twitter	es	#viral Una mujer salió milagrosamente con vida de un atentado cuando un sujeto se acercó a su auto y le disparó tres veces a plena luz del día.  https://t.co/6GW27v4agi https://t.co/NdCFTTyCcf	non-sexist
166	MeTwo	Twitter	es	El impactante video de una mujer al volante que sale milagrosamente ilesa de un intento de asesinato... https://t.co/zUXdpgS5aW	non-sexist
167	MeTwo	Twitter	es	El impactante video de una mujer al volante que sale milagrosamente ilesa de un intento de asesinato https://t.co/sY30hLTh6c	non-sexist
168	MeTwo	Twitter	es	VIDEO IMPACTANTE: Una mujer al volante sale milagrosamente ilesa de un intento de asesinato https://t.co/cvIikLMy8c	non-sexist
169	MeTwo	Twitter	es	VIDEO IMPACTANTE: Una mujer al volante sale milagrosamente ilesa de un intento de asesinato https://t.co/E8PjWMECij https://t.co/pqfjDlsZFf	non-sexist
170	MeTwo	Twitter	es	"@blythe_club Hombre!! Si a las mujeres hay que azotarlas hasta que sangren..... con los animales han sido hasta benévolos!!! Hay que pegarles un poquito na más....lo justo!!! 
Que hostia tienen todos estos miserable hijos de puta...!!!"	sexist
171	MeTwo	Twitter	es	Estoy peleando con un machito por la frase muerte al macho, entro a su perfil y usa la palabra feminazi, ya entendí todo.	non-sexist
172	MeTwo	Twitter	es	@httpfaangirl Ya váyase a la cocina Señora	sexist
173	MeTwo	Twitter	es	@LauraMartinezTu Deberías haber ido a la cocina a por un plátano con Nutella, lo soluciona todo	non-sexist
174	MeTwo	Twitter	es	No sé como la chica aguantó horas limpiando con eso, si yo no llegué ni a fregar media cocina antes de encontrarme mal. Y con esto lo que quiero decir es, no seas como yo y lee la etiqueta. Aprobar química en la ESO igual también me hubiese servido...	non-sexist
175	MeTwo	Twitter	es	Siempre pensé de pequeña en ir a kárate (para eso de 'defensa personal'), pero coincidió que había una compañera de clase también (la típica marimacho marimandona encima), porque si no llega a estar me hubiese metido hasta el final.	non-sexist
176	MeTwo	Twitter	es	@DaniYellow10 @Eduin235 @Ipar83biotz @erikvina1488 El marimacho este q me deje y paso	non-sexist
177	MeTwo	Twitter	es	El trabajo, han venido súper subidas a la tienda y mi jefa me ha llamado para que les diera el dinero y se marcharan, han salido pero la niñata se ha puesto a gritarme en la puerta de todo que si era una Mierda que iba a llamar a los jefes para despedirme	non-sexist
178	MeTwo	Twitter	es	@AnabellaGaleano Ser zorra no significa ser prepago... Claro hay diferencia porque la prepago gana y la zorra lo regala (como vos) #Bitch Que no se te olvide tu nueva profesión 😂	sexist
179	MeTwo	Twitter	es	Me encanta como se indignan que aparezcamos vivas y que gasten plata buscándonos, cómo van a gastar plata y aparecer viva al menos morite zorra seguro se fue con un novio y aborto ocho veces en un día, paga lo que se gastó que no sé cuánto es pero pagalo	non-sexist
180	MeTwo	Twitter	es	Me da rabia ver la tele porque en cualquier peli/ serie escucho mierdas como: nenaza, haces (lo que sea) como una niña y cualquier mierda machista que hace dos años  veía normal	sexist
181	MeTwo	Twitter	es	Porque pareces una puta https://t.co/RPbezEGWKn	sexist
182	MeTwo	Twitter	es	"@CerseiWapa @PrinTriana @_chocoqueen Uy a mí me pilló mi tía maquillandome a escondidas en un ascensor y me dijo “ven pa'acá que pareces una puta enana"" y me llevo con ella a enseñarme a maquillarme xq salíamos echas un cuadro."	non-sexist
183	MeTwo	Twitter	es	Tio juro que aunque ahora mismo no tenga en mi vida algo que me tenga feliz todo el día, verlos a ellos así me hace feliz a mi. LLAMARME LOCA DEL COÑO, que no os lo discuto pero qué feliz son y soy	non-sexist
184	MeTwo	Twitter	es	@aelb08 @ManueCorra @SilvRega @RosyBarr @Lenin @caanmichelena Los borregos prefieren vivir en su mundo con la Loca del Ático, sánduches y corrupción. https://t.co/UDzOJw4V9X	non-sexist
185	MeTwo	Twitter	es	@malepichot Esta confusión se por el hecho de juntar por mujer pero no para ser mujer. El feminismo no reivindica la feminidad la cuarta. El derecho a la vida da la obligación de respetarla u protegerla y la vida empieza en la concepción. Saludos	non-sexist
186	MeTwo	Twitter	es	"@FrambuesaMarina nono, hahahah es un chico y se esta hormonando para ser chica.
De echo ya la trato de ella y se cambia con nosotras en el vestuario, el profesor lo entendio perfectamente."	non-sexist
187	MeTwo	Twitter	es	@NightCat210 @FEDEX1034 @Feloxsel42 En si eres tamaño normal para ser chica	non-sexist
188	MeTwo	Twitter	es	le informan a fede que yo no naci para ser chica fitness	non-sexist
189	MeTwo	Twitter	es	Una mujer al volante sale milagrosamente ilesa de un intento de asesinato https://t.co/3QoMRzgQGC https://t.co/uXeBnHxYxx	non-sexist
190	MeTwo	Twitter	es	Una mujer al volante sale milagrosamente ilesa de un intento de asesinato. https://t.co/mke09VeJ3o https://t.co/Tiv3QGjaTB	non-sexist
191	MeTwo	Twitter	es	Una mujer al volante sale milagrosamente ilesa de un intento de asesinato https://t.co/M7OiwW6AlM https://t.co/W2MDNoxYqr	non-sexist
192	MeTwo	Twitter	es	Una mujer al volante sale milagrosamente ilesa de un intento de asesinato https://t.co/E8PjWMECij	non-sexist
193	MeTwo	Twitter	es	Una mujer salió milagrosamente con vida de un atentado cuando un sujeto se acercó a su auto y le disparó tres veces a plena luz del día https://t.co/0BCX33iWHJ	non-sexist
194	MeTwo	Twitter	es	"VIDEO IMPACTANTE: Una mujer al volante sale milagrosamente ilesa de un intento de asesinato
Lea más en https://t.co/0RysMdk968 https://t.co/IRh8WWxUjt"	non-sexist
195	MeTwo	Twitter	es	A las mujeres hay que decirles todo eso que ya saben, pero que les encanta que se les recuerde todos los días.	sexist
196	MeTwo	Twitter	es	@belbv @LANACION Tan sencillo, sin embargo el odio a las mujeres les ganó y publicaron esto... :(	non-sexist
197	MeTwo	Twitter	es	Las mujeres de hoy en dia se creen que nosotros los hombre somos pendejos, cuando ustedes iban nosotros estabamos de vuelta.	sexist
198	MeTwo	Twitter	es	Proximo fichaje de florentino, La nenaza Ney  #FlorentinoDimision https://t.co/KBNCDhY8O2	sexist
199	MeTwo	Twitter	es	@Ross_ana28 Has escuchado alguna vez auqella frase qeu dice #MátameCamión? Pos esa era la cara de Fatma cuando le presentó la lagartona a su novio actual XD #FatmagulES	non-sexist
200	MeTwo	Twitter	es	Ahora que mi amiga se acepto como lesbi, quiere que le recomiende a mis amigas. Me salio lagartona seas lolo	non-sexist
201	MeTwo	Twitter	es	"Hay que admitir que aquí se está mucho más tranquilo que dentro, pero estar siempre solo no es bueno. 

- Tras ese mini break vuelve dentro a la cocina.- 

Ah sí...¿has comido ya? https://t.co/pkXDxUWbRj"	non-sexist
202	MeTwo	Twitter	es	"@OtosakaMirai Bien.

&gt;entró a la cocina&lt;"	non-sexist
203	MeTwo	Twitter	es	Voy a poner a más de la mitad de los camareros del sitio en el que trabajo a fregar platos a ver si se les quita las ganas de dejarme toda la mierda por medio	non-sexist
204	MeTwo	Twitter	es	"""Estuve unos meses yendo a clases de kendo porque, como cualquier persona con un mínimo de sensibilidad y valores, me había propuesto ser samurái."" 💙https://t.co/DA5JEMqw9e vía @VanityFairSpain @carmen_pacheco"	non-sexist
205	MeTwo	Twitter	es	"[11/7 19:51] Cousin: Me saque un 10 en la prueba de inglés
[11/7 19:52] Cousin: Igual yo sabia q iba aprobar , porque la prueba era más facil q yo
[11/7 19:57] Cousin: JAJAJJAJAJAJAJAJA
[11/7 19:58] Cousin: Más zorra soy

Que piba puta 🤣🤣🤣🤣🤣"	sexist
206	MeTwo	Twitter	es	Me pone hasta feliz que una piba tenga tanta autoestima como para poner una foto de perfil desnuda, y que vengan a bajarte personas del mismo sexo por tener esa libertad? no puedo creer como una mujer critica a otra. Es tan lindo cuidarnos nosotras xq siguen con esto???	non-sexist
207	MeTwo	Twitter	es	@telefe Que raro que la feminista de Flor Peña no ha salido a pedir que saquen el programa de la tele ya que la muestra como una mujer maltratada por su esposo y sobretodo que le encantaba hacer ese papel en la serie 😑😐	non-sexist
208	MeTwo	Twitter	es	"Rilany da Silva: ""Me siento como una niña que acaba de recibir el regalo que siempre  quería. Estoy muy feliz y agradecida por este paso. Es un sueño hecho  realidad""
https://t.co/IdyTQedjp8 
#SomosAtletiFemenino
#BienvenidaRilany https://t.co/So1ddFgzdN"	non-sexist
209	MeTwo	Twitter	es	"Me tienen podrido la gente grande y sus comentarios de mierda, ""estas mas gorda/o, come menos, adelgaza, ay esa ropa te queda re fea, pareces una puta"" vayanse a la concha de su madre. Esos comentarios duelen. Si quieren ser respetados, respeten antes ustedes."	sexist
210	MeTwo	Twitter	es	@Madrekoraje @PhilAMellows @CasosAislados Todo los hombres tenemos que tener miedo a cruzarnos con una loca del coño que se invente lo que le vengan en gana y por el mero hecho de tener papo haya que creerla.	sexist
211	MeTwo	Twitter	es	@CandeeJorqueera La loca del seso	non-sexist
212	MeTwo	Twitter	es	@missandieftw Hostiga puta... para ser mujer... Coño y tienes brazos y ojos, Coño y los coordinas... madre del amor hermoso como está el patio 🤷🏻‍♂️ WTF!!	non-sexist
213	MeTwo	Twitter	es	PUBLICIDAD / plastideleste  -  El concepto principal de plásticos del este es que para ser mujer, ama de casa, mamá, trabajadora, estudiante, y todo lo que caracteriza a la mujer… https://t.co/d9AymsHYUm	non-sexist
214	MeTwo	Twitter	es	la fuerza que se necesita cada día, para ser mujer, no lo sabe nadie.	non-sexist
215	MeTwo	Twitter	es	Me alegra mucho caerle mal a esa doñita. Eso me demuestra que yo no me gano a las personas a punta de ser hipócrita, mojigata y mosquita muerta 🤭	non-sexist
216	MeTwo	Twitter	es	@StradivariusGay @LaGringaDel75 @bylalau Eso no significa justificar todo lo que le hicieron a las mujeres a lo largo de la historia. Siempre creí que a las mujeres hay que juzgarlas por sus capacidades, no por el hecho de ser mujeres. Conozco mujeres que son muy inteligentes.	non-sexist
217	MeTwo	Twitter	es	"A las mujeres hay que decirles que están lindas, preciosas. No que están ""buenas"", son mujeres, no comida."	non-sexist
218	MeTwo	Twitter	es	Señor quítame lo fiel, amable y cariñoso. Hazme mujeriego, borracho y fumón. Así les gustan a las mujeres de hoy en día. ¡Maldita vida!	sexist
219	MeTwo	Twitter	es	@MechiiLC @davidallegre Casi te paras a aplaudirle, lagartona que me dice que va a ver a la little pony y termina yendo a ver Jurassic World. Weputa llolona	non-sexist
220	MeTwo	Twitter	es	@StaryenDJ Alta feminazi vieja	sexist
221	MeTwo	Twitter	es	@ClaudiaLopez Señor marimacho, el presidente es Santos, reclame allá a su amiwo Juanma	non-sexist
222	MeTwo	Twitter	es	"@PnpMega Acabas de pasar a mi lista de los mas odiados Edith Roman
Barbarita es una mujer grande
Que te importa si es Hereje o no
Pelado desgraciado no puede ser mas poco hombre y mamon
No se saldran con la suya
Barbara es fuerte
Vieja maldita Mercedes no es marimacho
#QuienEsMercedes"	non-sexist
223	MeTwo	Twitter	es	"Mentira que dijo ""marimacho"" que horror!! #QuiénEsMercedes"	non-sexist
224	MeTwo	Twitter	es	@Euskaldun92 @BarbarieAbsolut De cualquiera de las dos formas es xenófobo y fascista el comentario. Y cada uno en su casa que hablé la lengua que le salga de los cojones, o va a ser esta niñata que diga como hablar a la gente? De la misma forma que habla ella? Porque estaríamos pero bien jodidos si fuera así	non-sexist
225	MeTwo	Twitter	es	@Laurabus Gracias por enseñarnos que siempre se puede. Hermosa entrevista en Mujer tenías que ser, con Mercedes Martí y Vanesa Durán.	non-sexist
226	MeTwo	Twitter	es	"@_magnetismo Creo que pierden el punto...
El objetivo del feminismo es buscar la equidad de género no de estar atacando al hombre en general. Dentro de un tiempo las ""feministas"" van a ser las más violentas, discriminativas y ofensivas."	non-sexist
227	MeTwo	Twitter	es	Terrible #acoso sexual esperemos que las #feministas logren crear una fundación capaz de protegerlas. #antiacosodeventanas https://t.co/KQ3wXQOZC1	non-sexist
228	MeTwo	Twitter	es	Qué feo andar en tus días y que te agarre la estornudadera.	non-sexist
229	MeTwo	Twitter	es	Ya basta con pensar en personas que no aportaron nada en tus días.	non-sexist
230	MeTwo	Twitter	es	Porque todo el mundo me mira raro cuando digo que yo quiero una zorra?  Apoco no seria genial tener una de esas sobre todo porque me encanta su pelaje color naranja	non-sexist
231	MeTwo	Twitter	es	Acá podemos ver como una mujer se enoja porque a su hijo le enseñaron REALIDAD. https://t.co/iNCUa7zLRb	non-sexist
232	MeTwo	Twitter	es	Estoy a un #pseudo de que me nominen para presidenta de la plataforma de afectados por la loca del coño.	non-sexist
233	MeTwo	Twitter	es	tanto estabamos todas negando la idea de q algunos roles y estereotipos nos hacen mujer, q eso nos encasilla demasiado y q nada de lo q hagamos tiene género y AHORA se basan en eso para definirse, siguen eso para ser mujer como si fuese lo real y único q nos constituye... pf	non-sexist
234	MeTwo	Twitter	es	A ver @xcaliburme , usted que es una pretenciosa y mojigata cervecera, la reto a lo siguiente: https://t.co/MhRSwCwAQV	non-sexist
235	MeTwo	Twitter	es	@katherinecorvb Maricona? Es Frontal que es distinto, ahora que tú solo te atreves a escribir las cosas por twitter es tu problema, quizás tú eres la maricona (y me refiero a cobarde). La Pame es frontal, no tiene pelos en la lengua y no es una mojigata que busca quedar bien con todo el mundo	non-sexist
